Tree ID;Genus;Species;Variety;Cultivar;Plant Month;Plant Year;BLOCK;LOT;Parcel Address;Month of Update;Year of Last Update;Plant Installer
186;Franklinia;alatamaha;;;4;2016;11006;26;388 FIRST ST;3;2019;Jersey City Division of Architecture
281;Malus;;;Harvest Gold;11;2016;12106;11;298 ACADEMY ST.;3;2019;Jersey City Division of Architecture
465;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
480;Quercus;rubra;;;6;2016;19803;4;65 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
568;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
622;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
666;Thuja;occidentalis;;Smaragd;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
680;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
683;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
657;Thuja;;;Green Giant;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
747;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
2;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
16;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
32;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
56;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
57;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
148;Betula;nigra;;Cully;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
184;Franklinia;alatamaha;;;4;2016;11006;24;384 FIRST ST;3;2019;Jersey City Division of Architecture
198;Gleditsia;triacanthos;inermis;Shademaster;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
235;Juniperus;chinensis;;Torulosa;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
254;Juniperus;virginiana;;Hillspire;6;2016;19803;5;WOODWARD ST;3;2019;Jersey City Redevelopment Agency
318;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
412;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
422;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
435;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
447;Quercus;bicolor;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
505;Quercus;bicolor;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
526;Quercus;bicolor;;;6;2016;19803;18;976 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
574;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
606;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
609;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
668;Thuja;occidentalis;;Smaragd;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
674;Thuja;occidentalis;;Smaragd;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
684;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
686;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
709;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
745;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
757;Ulmus;americana;;Princeton;11;2016;12106;11;298 ACADEMY ST.;3;2019;Jersey City Division of Architecture
10;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
20;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
27;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
34;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
23;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
107;Acer;rubrum;;Sunvalley;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
113;Acer;rubrum;;Sunvalley;6;2016;19803;18;976 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
97;Acer;rubrum;;Sunvalley;6;2016;19803;9;944 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
120;Amelanchier;canadensis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
514;Quercus;bicolor;;;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
488;Quercus;rubra;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
430;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
171;Cladrastis;kentukea;;;4;2016;11006;25;386 FIRST ST;3;2019;Jersey City Division of Architecture
182;Cornus;florida;;;4;2016;11006;26;388 FIRST ST;3;2019;Jersey City Division of Architecture
178;Cornus;kousa;;;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
155;Cercis;canadensis;;Forest Pansy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
133;Amelanchier;canadensis;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
136;Amelanchier;canadensis;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
51;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
326;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
323;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
331;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
340;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
329;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
312;Platanus;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
393;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
409;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
401;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
407;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
527;Quercus;bicolor;;;6;2016;19803;19;978 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
604;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
579;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
676;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
641;Thuja;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
633;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
729;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
739;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
190;Gleditsia;triacanthos;inermis;Halka;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
474;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
473;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
157;Cercis;canadensis;;Forest Pansy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
160;Cercis;canadensis;;Forest Pansy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
269;Liquidambar;styraciflua;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
361;Prunus;sargentii;;;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
317;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
333;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
145;Amelancier;laevis;;Princess Diana;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
206;Juniperus;virginiana;;Hillspire;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
93;Acer;rubrum;;Sunvalley;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
48;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
79;Acer;rubrum;;;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
65;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
395;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
147;Amelancier;laevis;;Princess Diana;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
106;Acer;rubrum;;Sunvalley;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
652;Thuja;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
626;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
630;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
587;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
613;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
552;Quercus;bicolor;;;6;2016;19803;21;INSIDE GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
3;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
18;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
24;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
45;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
135;Amelanchier;canadensis;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
176;Cornus;kousa;;;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
284;Malus;;;Harvest Gold;11;2016;12106;11;298 ACADEMY ST.;3;2019;Jersey City Division of Architecture
324;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
344;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
356;Platanus;occidentalis;;;0;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
371;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
384;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
425;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
455;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
461;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
477;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
509;Quercus;bicolor;;;6;2016;19803;10;946 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
520;Quercus;bicolor;;;6;2016;19803;13;964 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
535;Quercus;bicolor;;;6;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
540;Quercus;bicolor;;;6;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
564;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
584;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
592;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
596;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
605;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
656;Thuja;;;Green Giant;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
685;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
712;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
749;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
771;Zelkova;serrata;;Green Vase;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
511;Quercus;bicolor;;;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
491;Quercus;rubra;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
494;Quercus;rubra;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
81;Acer;rubrum;;October Glory;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
236;Juniperus;chinensis;;Torulosa;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
226;Juniperus;virginiana;;Hillspire;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
257;Juniperus;virginiana;;Hillspire;6;2016;19803;5;WOODWARD ST;3;2019;Jersey City Redevelopment Agency
266;Liquidambar;styraciflua;;;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
332;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
58;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
67;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
63;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
69;Acer;rubrum;;Sunvalley;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
426;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
414;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
216;Juniperus;virginiana;;Hillspire;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
213;Juniperus;virginiana;;Hillspire;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
309;Platanus;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
291;Nyssa;sylvatica;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
571;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
598;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
597;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
614;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
573;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
710;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
688;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
665;Thuja;occidentalis;;Smaragd;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
649;Thuja;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
774;Zelkova;serrata;;Village Green;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
741;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
752;Tilia;cordata;;Greenspire;6;2016;19803;5;WOODWARD ST;3;2019;Jersey City Redevelopment Agency
5;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
31;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
146;Amelancier;laevis;;Princess Diana;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
162;Cercis;canadensis;;Forest Pansy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
173;Cornus;kousa;;;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
191;Gleditsia;triacanthos;inermis;Halka;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
253;Juniperus;chinensis;;Torulosa;4;2017;11603;42;110 FIRST ST.;3;2019;Jersey City Division of Architecture
271;Magnolia;virginiana;;;0;0;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
276;Magnolia;virginiana;;;0;0;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
277;Magnolia;virginiana;;;0;0;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
320;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
337;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
338;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
358;Platanus;occidentalis;;;6;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
367;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
368;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
404;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
433;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
440;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
504;Quercus;bicolor;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
556;Quercus;bicolor;;;6;2016;19803;21;INSIDE GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
567;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
570;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
664;Thuja;occidentalis;;Smaragd;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
687;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
703;Tilia;cordata;;Greenspire;6;2016;19803;4;65 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
718;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
755;Ulmus;americana;;Princeton;11;2016;12106;11;298 ACADEMY ST.;3;2019;Jersey City Division of Architecture
765;Zelkova;serrata;;Green Vase;4;2017;11603;40;105 SECOND ST.;3;2019;Jersey City Division of Architecture
30;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
4;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
512;Quercus;bicolor;;;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
515;Quercus;bicolor;;;6;2016;19803;12;960-958 GARFIELD AVE;3;2019;Jersey City Redevelopment Agency
497;Quercus;rubra;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
499;Quercus;rubra;;;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
279;Malus;;;Harvest Gold;11;2016;12106;11;298 ACADEMY ST.;3;2019;Jersey City Division of Architecture
262;Liquidambar;styraciflua;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
261;Liquidambar;styraciflua;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
475;Quercus;bicolor;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
421;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
548;Quercus;bicolor;;;6;2016;19803;21;INSIDE GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
558;Quercus;bicolor;;;6;2016;19803;21;INSIDE GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
537;Quercus;bicolor;;;6;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
539;Quercus;bicolor;;;6;2016;18901;1;990 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
181;Cornus;florida;;;4;2016;11006;25;386 FIRST ST;3;2019;Jersey City Division of Architecture
202;Gleditsia;triacanthos;inermis;Shademaster;11;2015;4802;2;201 CENTRAL AVE.;3;2019;Jersey City Division of Architecture
211;Juniperus;virginiana;;Hillspire;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
139;Amelancier;laevis;;Princess Diana;8;2015;16302;40;2565 KENNEDY BLVD.;3;2019;Jersey City Division of Architecture
84;Acer;rubrum;;Sunvalley;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
88;Acer;rubrum;;Sunvalley;6;2016;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
49;Acer;saccharum;;Legacy;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
322;Platanus;occidentalis;;;6;2016;18901;2;1000 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
335;Platanus;occidentalis;;;6;2016;19803;8;942 GARFIELD AVE.;3;2019;Jersey City Redevelopment Agency
380;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
379;Quercus;rubra;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
608;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
607;Thuja;occidentalis;;;6;2016;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
766;Zelkova;serrata;;Green Vase;4;2017;11603;41;108 FIRST ST.;3;2019;Jersey City Division of Architecture
716;Tilia;cordata;;Greenspire;4;2014;19803;3;75 WOODWARD ST.;3;2019;Jersey City Redevelopment Agency
695;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
681;Tilia;cordata;;Greenspire;4;2014;18901;18;1 BERRY ROAD;3;2019;Jersey City Redevelopment Agency
